,Total Energy,Binding Energy,Ligand SASA
"('FeLip9', 'PET', 4, 22, 16, 77)",-7170.36,-22.5377,0.709648
"('FeLip9', 'PET', 4, 22, 17, 79)",-7168.16,-19.57,0.707891
"('FeLip9', 'PET', 4, 22, 18, 80)",-7169.32,-21.433,0.705568
"('FeLip9', 'PET', 4, 22, 19, 81)",-7164.97,-15.9783,0.771883
"('FeLip9', 'PET', 4, 22, 20, 82)",-7166.54,-15.1063,0.765663
"('FeLip9', 'PET', 4, 22, 21, 83)",-7161.2,-11.0787,0.763763
"('FeLip9', 'PET', 4, 22, 22, 85)",-7157.68,-12.762,0.753899
"('FeLip9', 'PET', 4, 22, 23, 87)",-7159.08,-9.24848,0.747453
"('FeLip9', 'PET', 4, 22, 24, 89)",-7165.92,-20.3939,0.699196
"('FeLip9', 'PET', 4, 23, 0, 0)",-7145.97,-30.2984,0.657049
"('FeLip9', 'PET', 4, 23, 1, 1)",-7168.87,-29.7936,0.609584
"('FeLip9', 'PET', 4, 23, 2, 7)",-7167.18,-25.952,0.632556
"('FeLip9', 'PET', 4, 23, 3, 8)",-7160.38,-16.1078,0.658341
"('FeLip9', 'PET', 4, 23, 4, 9)",-7164.38,-18.0622,0.651808
"('FeLip9', 'PET', 4, 23, 5, 11)",-7165.02,-19.2169,0.659851
"('FeLip9', 'PET', 4, 23, 6, 12)",-7161.09,-16.2126,0.729861
"('FeLip9', 'PET', 4, 23, 7, 13)",-7159.75,-17.6009,0.776263
"('FeLip9', 'PET', 4, 23, 8, 14)",-7160.15,-19.8448,0.797036
"('FeLip9', 'PET', 4, 23, 9, 15)",-7165.06,-22.7213,0.731392
"('FeLip9', 'PET', 4, 23, 10, 18)",-7165.19,-20.9163,0.732192
"('FeLip9', 'PET', 4, 23, 11, 20)",-7169.71,-25.8908,0.680187
"('FeLip9', 'PET', 4, 23, 12, 44)",-7169.64,-27.224,0.653352
"('FeLip9', 'PET', 4, 23, 13, 50)",-7169.5,-27.7375,0.618013
"('FeLip9', 'PET', 4, 23, 14, 90)",-7174.49,-31.5684,0.593705
"('FeLip9', 'PET', 4, 23, 15, 94)",-7167.8,-25.7611,0.663675
"('FeLip9', 'PET', 4, 24, 0, 0)",-7134.34,-24.0532,0.699658
"('FeLip9', 'PET', 4, 24, 1, 1)",-7143.54,-5.66299,0.850064
"('FeLip9', 'PET', 4, 24, 2, 2)",-7149.09,-10.108,0.825212
"('FeLip9', 'PET', 4, 24, 3, 6)",-7156.1,-17.1834,0.746155
"('FeLip9', 'PET', 4, 24, 4, 9)",-7158.76,-19.3587,0.689697
"('FeLip9', 'PET', 4, 24, 5, 11)",-7161.51,-28.4846,0.655345
"('FeLip9', 'PET', 4, 24, 6, 13)",-7157.8,-22.4285,0.692014
"('FeLip9', 'PET', 4, 24, 7, 15)",-7168.78,-31.3964,0.637385
"('FeLip9', 'PET', 4, 24, 8, 21)",-7174.8,-36.5419,0.596693
"('FeLip9', 'PET', 4, 24, 9, 22)",-7173.61,-35.3568,0.601994
"('FeLip9', 'PET', 4, 24, 10, 27)",-7167.83,-25.2363,0.655647
"('FeLip9', 'PET', 4, 24, 11, 29)",-7178.12,-40.9571,0.582477
"('FeLip9', 'PET', 4, 24, 12, 30)",-7178.32,-37.5311,0.58803
"('FeLip9', 'PET', 4, 24, 13, 41)",-7170.29,-33.3876,0.610271
"('FeLip9', 'PET', 4, 24, 14, 42)",-7173.05,-35.3713,0.576086
"('FeLip9', 'PET', 4, 24, 15, 43)",-7176.44,-39.362,0.52937
"('FeLip9', 'PET', 4, 24, 16, 47)",-7178.31,-39.0635,0.537322
"('FeLip9', 'PET', 4, 24, 17, 53)",-7172.68,-34.5755,0.591369
"('FeLip9', 'PET', 4, 24, 18, 54)",-7178.38,-38.6492,0.544953
"('FeLip9', 'PET', 4, 24, 19, 59)",-7179.37,-38.4613,0.545131
"('FeLip9', 'PET', 4, 24, 20, 66)",-7177.77,-37.0667,0.55866
"('FeLip9', 'PET', 4, 24, 21, 70)",-7178.97,-36.7459,0.543729
"('FeLip9', 'PET', 4, 24, 22, 72)",-7179.78,-39.1537,0.555961
"('FeLip9', 'PET', 4, 24, 23, 97)",-7180.49,-40.8099,0.548857
"('FeLip9', 'PET', 4, 24, 24, 99)",-7175.55,-35.687,0.642039
"('FeLip9', 'PET', 4, 24, 25, 100)",-7180.42,-35.0055,0.527049
"('FeLip9', 'PET', 4, 25, 0, 0)",-7150.6,-16.7608,0.725144
"('FeLip9', 'PET', 4, 25, 1, 1)",-7175.97,-14.4306,0.729324
"('FeLip9', 'PET', 4, 25, 2, 2)",-7165.79,-7.13184,0.872278
"('FeLip9', 'PET', 4, 25, 3, 3)",-7164.59,-7.70462,0.855763
"('FeLip9', 'PET', 4, 25, 4, 4)",-7166.2,-8.1445,0.864747
"('FeLip9', 'PET', 4, 25, 5, 5)",-7168.94,-9.70036,0.852942
"('FeLip9', 'PET', 4, 25, 6, 7)",-7165.07,-3.26567,0.853479
"('FeLip9', 'PET', 4, 25, 7, 8)",-7165.45,-4.1424,0.844759
"('FeLip9', 'PET', 4, 25, 8, 9)",-7173.01,-14.8249,0.755471
"('FeLip9', 'PET', 4, 25, 9, 12)",-7170.25,-11.6409,0.762833
"('FeLip9', 'PET', 4, 25, 10, 13)",-7164.43,-3.67701,0.810751
"('FeLip9', 'PET', 4, 25, 11, 14)",-7171.52,-11.1642,0.748302
"('FeLip9', 'PET', 4, 25, 12, 15)",-7176.54,-16.1697,0.739509
"('FeLip9', 'PET', 4, 25, 13, 16)",-7174.04,-13.5993,0.769385
"('FeLip9', 'PET', 4, 25, 14, 17)",-7174.76,-15.8681,0.721444
"('FeLip9', 'PET', 4, 25, 15, 18)",-7175.2,-14.9114,0.734226
"('FeLip9', 'PET', 4, 25, 16, 22)",-7173.22,-15.5127,0.752628
"('FeLip9', 'PET', 4, 25, 17, 23)",-7178.16,-19.0834,0.706613
"('FeLip9', 'PET', 4, 25, 18, 24)",-7176.15,-17.5216,0.688882
"('FeLip9', 'PET', 4, 25, 19, 25)",-7180.03,-20.6374,0.681874
"('FeLip9', 'PET', 4, 25, 20, 27)",-7179.58,-20.1397,0.690785
"('FeLip9', 'PET', 4, 25, 21, 30)",-7180.76,-23.557,0.642762
"('FeLip9', 'PET', 4, 25, 22, 31)",-7178.94,-19.6587,0.670567
"('FeLip9', 'PET', 4, 25, 23, 32)",-7178.06,-21.6524,0.659733
"('FeLip9', 'PET', 4, 25, 24, 34)",-7183.38,-26.3761,0.616877
"('FeLip9', 'PET', 4, 25, 25, 35)",-7185.22,-31.1394,0.62121
"('FeLip9', 'PET', 4, 25, 26, 46)",-7185.46,-32.124,0.62117
"('FeLip9', 'PET', 4, 25, 27, 53)",-7184.1,-29.9646,0.642477
"('FeLip9', 'PET', 4, 25, 28, 62)",-7180.75,-25.8597,0.655236
"('FeLip9', 'PET', 4, 25, 29, 63)",-7188.35,-33.4999,0.614945
"('FeLip9', 'PET', 4, 25, 30, 88)",-7183.26,-27.1309,0.663123
"('FeLip9', 'PET', 4, 25, 31, 89)",-7186.41,-28.0501,0.645465
"('FeLip9', 'PET', 4, 26, 0, 0)",-7156.21,-36.8426,0.615571
"('FeLip9', 'PET', 4, 26, 1, 1)",-7159.99,-14.4451,0.807749
"('FeLip9', 'PET', 4, 26, 2, 4)",-7173.04,-27.7236,0.667339
"('FeLip9', 'PET', 4, 26, 3, 8)",-7175.26,-32.5626,0.615287
"('FeLip9', 'PET', 4, 26, 4, 14)",-7172.54,-33.9763,0.596382
"('FeLip9', 'PET', 4, 26, 5, 80)",-7174.13,-33.9006,0.603605
"('FeLip9', 'PET', 4, 27, 0, 0)",-7149.48,-26.2584,0.655412
"('FeLip9', 'PET', 4, 27, 1, 3)",-7154.88,-18.3424,0.884323
"('FeLip9', 'PET', 4, 27, 2, 4)",-7174.2,-40.9333,0.616759
"('FeLip9', 'PET', 4, 27, 3, 13)",-7182.32,-44.8482,0.605104
"('FeLip9', 'PET', 4, 28, 0, 0)",-7150.33,-35.0601,0.603533
"('FeLip9', 'PET', 4, 28, 1, 3)",-7149.74,-12.7271,0.823053
"('FeLip9', 'PET', 4, 28, 2, 4)",-7154.93,-17.6653,0.817537
"('FeLip9', 'PET', 4, 28, 3, 7)",-7153.8,-11.1052,0.846308
"('FeLip9', 'PET', 4, 28, 4, 9)",-7155.63,-11.0978,0.810711
"('FeLip9', 'PET', 4, 28, 5, 10)",-7156.84,-10.3943,0.811528
"('FeLip9', 'PET', 4, 28, 6, 11)",-7156.11,-2.43914,0.790743
"('FeLip9', 'PET', 4, 28, 7, 12)",-7154.99,-3.24902,0.763308
"('FeLip9', 'PET', 4, 28, 8, 13)",-7154.73,-0.484401,0.776722
"('FeLip9', 'PET', 4, 28, 9, 14)",-7161.22,-6.05382,0.684319
"('FeLip9', 'PET', 4, 28, 10, 15)",-7162.07,-5.45009,0.743838
"('FeLip9', 'PET', 4, 28, 11, 16)",-7165.53,-9.45616,0.72212
"('FeLip9', 'PET', 4, 28, 12, 17)",-7166.71,-10.4736,0.712501
"('FeLip9', 'PET', 4, 28, 13, 18)",-7171.16,-14.5633,0.715185
"('FeLip9', 'PET', 4, 28, 14, 23)",-7169.38,-13.323,0.742746
"('FeLip9', 'PET', 4, 28, 15, 26)",-7170.76,-14.3541,0.710121
"('FeLip9', 'PET', 4, 28, 16, 34)",-7171.13,-14.5283,0.690841
"('FeLip9', 'PET', 4, 28, 17, 39)",-7168.81,-11.8947,0.632302
"('FeLip9', 'PET', 4, 28, 18, 40)",-7168.51,-11.6377,0.598607
"('FeLip9', 'PET', 4, 28, 19, 43)",-7168.04,-11.5174,0.612535
"('FeLip9', 'PET', 4, 28, 20, 48)",-7172.27,-15.0172,0.61885
"('FeLip9', 'PET', 4, 28, 21, 54)",-7170.42,-13.4901,0.623476
"('FeLip9', 'PET', 4, 28, 22, 58)",-7171.36,-15.3511,0.621914
"('FeLip9', 'PET', 4, 28, 23, 63)",-7168.14,-11.0162,0.646511
"('FeLip9', 'PET', 4, 28, 24, 65)",-7167.97,-10.961,0.647154
"('FeLip9', 'PET', 4, 28, 25, 66)",-7173.22,-14.8083,0.634878
"('FeLip9', 'PET', 4, 28, 26, 67)",-7173.76,-16.1937,0.632566
"('FeLip9', 'PET', 4, 28, 27, 71)",-7171.49,-14.3411,0.632871
"('FeLip9', 'PET', 4, 28, 28, 75)",-7172.07,-16.4911,0.629196
"('FeLip9', 'PET', 4, 28, 29, 77)",-7171.96,-15.1245,0.611628
"('FeLip9', 'PET', 4, 28, 30, 78)",-7173.28,-17.3584,0.607741
"('FeLip9', 'PET', 4, 28, 31, 79)",-7172.01,-13.5977,0.615566
"('FeLip9', 'PET', 4, 28, 32, 80)",-7172.57,-16.9668,0.590581
"('FeLip9', 'PET', 4, 28, 33, 86)",-7174.64,-17.8839,0.583053
"('FeLip9', 'PET', 4, 28, 34, 87)",-7174.69,-16.7643,0.536175
"('FeLip9', 'PET', 4, 28, 35, 89)",-7174.5,-17.7976,0.531569
"('FeLip9', 'PET', 4, 28, 36, 100)",-7173.88,-17.9056,0.525424
"('FeLip9', 'PET', 4, 29, 0, 0)",-7144.62,-14.658,0.709156
"('FeLip9', 'PET', 4, 29, 1, 3)",-7176.34,-18.4031,0.701852
"('FeLip9', 'PET', 4, 29, 2, 5)",-7176.94,-20.8108,0.68798
"('FeLip9', 'PET', 4, 29, 3, 8)",-7178.76,-21.6241,0.682774
"('FeLip9', 'PET', 4, 29, 4, 17)",-7178.31,-22.1155,0.688052
"('FeLip9', 'PET', 4, 29, 5, 31)",-7176.39,-20.7213,0.683619
"('FeLip9', 'PET', 4, 29, 6, 32)",-7170.91,-15.7585,0.696366
"('FeLip9', 'PET', 4, 29, 7, 34)",-7180.48,-23.4584,0.669865
"('FeLip9', 'PET', 4, 29, 8, 41)",-7177.12,-19.5508,0.702218
"('FeLip9', 'PET', 4, 29, 9, 44)",-7179.42,-22.9136,0.681969
"('FeLip9', 'PET', 4, 29, 10, 50)",-7168.84,-16.3033,0.783301
"('FeLip9', 'PET', 4, 29, 11, 53)",-7172.57,-18.6344,0.790789
"('FeLip9', 'PET', 4, 29, 12, 56)",-7173.58,-20.4502,0.797404
"('FeLip9', 'PET', 4, 29, 13, 57)",-7181.45,-26.1712,0.769474
"('FeLip9', 'PET', 4, 29, 14, 58)",-7179.21,-24.187,0.781956
"('FeLip9', 'PET', 4, 29, 15, 64)",-7175.65,-20.2745,0.75868
"('FeLip9', 'PET', 4, 29, 16, 75)",-7175.9,-22.8481,0.768237
"('FeLip9', 'PET', 4, 29, 17, 86)",-7169.26,-12.6821,0.769022
"('FeLip9', 'PET', 4, 29, 18, 87)",-7163.03,-11.6596,0.932108
"('FeLip9', 'PET', 4, 29, 19, 90)",-7159.31,-7.40167,0.972834
"('FeLip9', 'PET', 4, 29, 20, 91)",-7165.82,-9.35021,0.827285
"('FeLip9', 'PET', 4, 29, 21, 92)",-7169.63,-11.0295,0.778399
"('FeLip9', 'PET', 4, 29, 22, 96)",-7171.75,-15.1542,0.763973
"('FeLip9', 'PET', 4, 29, 23, 97)",-7171.51,-15.4652,0.728614
"('FeLip9', 'PET', 4, 30, 0, 0)",-7158.43,-25.2514,0.631608
"('FeLip9', 'PET', 4, 30, 1, 2)",-7175.28,-17.3743,0.710548
"('FeLip9', 'PET', 4, 30, 2, 3)",-7184.01,-28.116,0.641816
"('FeLip9', 'PET', 4, 30, 3, 12)",-7183.12,-27.3629,0.616884
"('FeLip9', 'PET', 4, 30, 4, 17)",-7182.16,-27.3925,0.633535
"('FeLip9', 'PET', 4, 30, 5, 19)",-7184.48,-29.6957,0.647403
"('FeLip9', 'PET', 4, 30, 6, 24)",-7175.48,-21.3528,0.788786
"('FeLip9', 'PET', 4, 30, 7, 31)",-7183.2,-29.8071,0.692378
"('FeLip9', 'PET', 4, 30, 8, 32)",-7183.64,-24.2328,0.73853
"('FeLip9', 'PET', 4, 30, 9, 35)",-7185.7,-27.8715,0.690074
"('FeLip9', 'PET', 4, 30, 10, 44)",-7183.6,-27.3118,0.701326
"('FeLip9', 'PET', 4, 30, 11, 59)",-7185.71,-25.3545,0.62763
"('FeLip9', 'PET', 4, 30, 12, 74)",-7181.01,-22.9798,0.622252
"('FeLip9', 'PET', 4, 30, 13, 77)",-7182.9,-24.7117,0.602317
"('FeLip9', 'PET', 4, 30, 14, 84)",-7182.9,-23.672,0.55456
"('FeLip9', 'PET', 4, 31, 0, 0)",-7153.64,-22.5928,0.692881
"('FeLip9', 'PET', 4, 31, 1, 1)",-7174.19,-15.034,0.746139
"('FeLip9', 'PET', 4, 31, 2, 2)",-7175.07,-15.5399,0.741758
"('FeLip9', 'PET', 4, 31, 3, 5)",-7174.65,-14.844,0.754402
"('FeLip9', 'PET', 4, 31, 4, 6)",-7177.42,-18.7444,0.657273
"('FeLip9', 'PET', 4, 31, 5, 7)",-7178.15,-19.6081,0.647387
"('FeLip9', 'PET', 4, 31, 6, 8)",-7174.85,-14.3007,0.695399
"('FeLip9', 'PET', 4, 31, 7, 10)",-7176.04,-15.6721,0.694427
"('FeLip9', 'PET', 4, 31, 8, 16)",-7177.9,-18.1038,0.684675
"('FeLip9', 'PET', 4, 31, 9, 19)",-7178.15,-17.5232,0.671848
"('FeLip9', 'PET', 4, 31, 10, 24)",-7177.6,-17.3869,0.677728
"('FeLip9', 'PET', 4, 31, 11, 25)",-7176.75,-16.6662,0.689774
"('FeLip9', 'PET', 4, 31, 12, 26)",-7178.74,-18.0842,0.688007
"('FeLip9', 'PET', 4, 31, 13, 27)",-7177.86,-17.1016,0.675106
"('FeLip9', 'PET', 4, 31, 14, 35)",-7180.93,-19.9039,0.666683
"('FeLip9', 'PET', 4, 31, 15, 49)",-7179.95,-19.9194,0.67644
"('FeLip9', 'PET', 4, 31, 16, 52)",-7180.6,-19.305,0.686258
"('FeLip9', 'PET', 4, 31, 17, 54)",-7178.82,-17.391,0.678157
"('FeLip9', 'PET', 4, 31, 18, 55)",-7179.97,-18.2119,0.685693
"('FeLip9', 'PET', 4, 31, 19, 56)",-7180.21,-20.1545,0.682161
"('FeLip9', 'PET', 4, 31, 20, 59)",-7176.38,-15.6361,0.685531
"('FeLip9', 'PET', 4, 31, 21, 63)",-7179.79,-25.5857,0.631418
"('FeLip9', 'PET', 4, 31, 22, 69)",-7178.05,-21.672,0.64583
"('FeLip9', 'PET', 4, 31, 23, 73)",-7175.84,-22.0705,0.642686
"('FeLip9', 'PET', 4, 31, 24, 74)",-7177.36,-21.6034,0.621287
"('FeLip9', 'PET', 4, 31, 25, 75)",-7177.89,-24.876,0.601335
"('FeLip9', 'PET', 4, 31, 26, 76)",-7181.29,-28.8976,0.748513
"('FeLip9', 'PET', 4, 31, 27, 89)",-7177.87,-24.143,0.673162
"('FeLip9', 'PET', 4, 31, 28, 90)",-7179.33,-29.16,0.644226
"('FeLip9', 'PET', 4, 31, 29, 92)",-7177.95,-27.8058,0.775961
"('FeLip9', 'PET', 4, 31, 30, 93)",-7171.27,-21.9867,0.852637
"('FeLip9', 'PET', 4, 31, 31, 95)",-7172.47,-27.8543,0.792864
"('FeLip9', 'PET', 4, 32, 0, 0)",-7159.41,-31.5354,0.632128
"('FeLip9', 'PET', 4, 32, 1, 1)",-7180.43,-28.2177,0.639176
"('FeLip9', 'PET', 4, 32, 2, 6)",-7180.43,-25.7698,0.659283
"('FeLip9', 'PET', 4, 32, 3, 12)",-7179.23,-28.3367,0.642265
"('FeLip9', 'PET', 4, 32, 4, 18)",-7183.3,-29.9289,0.621211
"('FeLip9', 'PET', 4, 32, 5, 26)",-7182.49,-27.7271,0.650545
"('FeLip9', 'PET', 4, 32, 6, 29)",-7180.57,-30.4091,0.632438
"('FeLip9', 'PET', 4, 32, 7, 38)",-7175.1,-20.3081,0.710816
"('FeLip9', 'PET', 4, 32, 8, 40)",-7178.7,-23.1655,0.677847
"('FeLip9', 'PET', 4, 32, 9, 46)",-7178.78,-25.3166,0.625426
"('FeLip9', 'PET', 4, 32, 10, 47)",-7174.64,-19.3264,0.685553
"('FeLip9', 'PET', 4, 32, 11, 48)",-7175.12,-19.4931,0.718123
"('FeLip9', 'PET', 4, 32, 12, 49)",-7174.68,-17.6553,0.644979
"('FeLip9', 'PET', 4, 32, 13, 51)",-7176.93,-20.2283,0.574504
"('FeLip9', 'PET', 4, 32, 14, 54)",-7176.06,-13.2166,0.606302
"('FeLip9', 'PET', 4, 32, 15, 55)",-7168.02,-9.95673,0.68602
"('FeLip9', 'PET', 4, 32, 16, 56)",-7173.75,-12.9299,0.659045
"('FeLip9', 'PET', 4, 32, 17, 57)",-7173.81,-12.4905,0.663453
"('FeLip9', 'PET', 4, 32, 18, 61)",-7171.22,-5.72406,0.605303
"('FeLip9', 'PET', 4, 32, 19, 62)",-7168.18,-5.48755,0.608108
"('FeLip9', 'PET', 4, 32, 20, 63)",-7173.67,-7.71641,0.616602
"('FeLip9', 'PET', 4, 32, 21, 64)",-7177.77,-10.9854,0.591771
"('FeLip9', 'PET', 4, 32, 22, 72)",-7175.3,-10.6696,0.555742
"('FeLip9', 'PET', 4, 32, 23, 75)",-7183.75,-17.3281,0.536224
"('FeLip9', 'PET', 4, 32, 24, 76)",-7188.41,-21.4554,0.50868
"('FeLip9', 'PET', 4, 32, 25, 79)",-7187.52,-20.858,0.508124
"('FeLip9', 'PET', 4, 32, 26, 80)",-7188.04,-20.8384,0.505131
"('FeLip9', 'PET', 4, 32, 27, 86)",-7183.53,-20.0778,0.515422
"('FeLip9', 'PET', 4, 32, 28, 87)",-7187.41,-21.929,0.511622
"('FeLip9', 'PET', 4, 32, 29, 93)",-7185.36,-19.9886,0.511983
"('FeLip9', 'PET', 4, 32, 30, 95)",-7184.31,-18.0269,0.524322
"('FeLip9', 'PET', 4, 32, 31, 98)",-7188.96,-19.9259,0.504767
"('FeLip9', 'PET', 4, 33, 0, 0)",-7135.5,-28.6892,0.612771
"('FeLip9', 'PET', 4, 33, 1, 2)",-7141.21,-4.95753,0.828335
"('FeLip9', 'PET', 4, 33, 2, 5)",-7157.01,-17.6184,0.710682
"('FeLip9', 'PET', 4, 33, 3, 10)",-7161.38,-23.0671,0.608095
"('FeLip9', 'PET', 4, 33, 4, 14)",-7165.12,-23.7338,0.60299
"('FeLip9', 'PET', 4, 33, 5, 17)",-7166.47,-23.567,0.628624
"('FeLip9', 'PET', 4, 33, 6, 19)",-7165.94,-24.2469,0.607182
"('FeLip9', 'PET', 4, 33, 7, 20)",-7168.66,-26.4395,0.610443
"('FeLip9', 'PET', 4, 33, 8, 23)",-7168.12,-26.1302,0.603579
"('FeLip9', 'PET', 4, 33, 9, 28)",-7162.23,-19.5442,0.629707
"('FeLip9', 'PET', 4, 33, 10, 38)",-7167.37,-26.8214,0.602981
"('FeLip9', 'PET', 4, 33, 11, 40)",-7164.85,-23.7444,0.634798
"('FeLip9', 'PET', 4, 33, 12, 44)",-7164.82,-22.7298,0.645007
"('FeLip9', 'PET', 4, 33, 13, 48)",-7165.61,-26.3886,0.615763
"('FeLip9', 'PET', 4, 33, 14, 52)",-7163.91,-23.1447,0.64117
"('FeLip9', 'PET', 4, 33, 15, 56)",-7162.87,-20.5487,0.660936
"('FeLip9', 'PET', 4, 33, 16, 62)",-7169.36,-27.0182,0.608159
"('FeLip9', 'PET', 4, 33, 17, 63)",-7165.19,-24.7876,0.622265
"('FeLip9', 'PET', 4, 33, 18, 75)",-7169.35,-28.1735,0.594222
"('FeLip9', 'PET', 4, 34, 0, 0)",-7140.13,-14.5587,0.778017
"('FeLip9', 'PET', 4, 34, 1, 1)",-7170.72,-19.0631,0.742034
"('FeLip9', 'PET', 4, 34, 2, 3)",-7170.31,-20.3834,0.759278
"('FeLip9', 'PET', 4, 34, 3, 5)",-7171.5,-23.4952,0.698058
"('FeLip9', 'PET', 4, 34, 4, 7)",-7172.16,-20.9041,0.646313
"('FeLip9', 'PET', 4, 34, 5, 9)",-7172.39,-20.1045,0.636238
"('FeLip9', 'PET', 4, 34, 6, 11)",-7172.55,-29.0297,0.648759
"('FeLip9', 'PET', 4, 34, 7, 15)",-7169.68,-26.1676,0.635403
"('FeLip9', 'PET', 4, 34, 8, 16)",-7176.26,-30.8318,0.6308
"('FeLip9', 'PET', 4, 34, 9, 24)",-7170.04,-23.0976,0.643206
"('FeLip9', 'PET', 4, 34, 10, 28)",-7172.82,-25.9833,0.655502
"('FeLip9', 'PET', 4, 34, 11, 35)",-7174.91,-31.0878,0.63009
"('FeLip9', 'PET', 4, 34, 12, 81)",-7168.68,-22.2653,0.686465
"('FeLip9', 'PET', 4, 34, 13, 83)",-7168.08,-23.6072,0.675278
"('FeLip9', 'PET', 4, 34, 14, 84)",-7167.32,-21.0348,0.674148
"('FeLip9', 'PET', 4, 34, 15, 86)",-7164.47,-16.2481,0.651769
"('FeLip9', 'PET', 4, 34, 16, 88)",-7169.85,-20.1774,0.636061
"('FeLip9', 'PET', 4, 34, 17, 91)",-7170.42,-20.3003,0.639391
"('FeLip9', 'PET', 4, 34, 18, 95)",-7164.93,-13.2414,0.652624
"('FeLip9', 'PET', 4, 34, 19, 97)",-7170.7,-20.9145,0.621217
"('FeLip9', 'PET', 4, 34, 20, 98)",-7172.49,-23.619,0.602544
"('FeLip9', 'PET', 4, 35, 0, 0)",-7161.51,-36.4297,0.632641
"('FeLip9', 'PET', 4, 35, 1, 1)",-7159.62,-12.9445,0.861141
"('FeLip9', 'PET', 4, 35, 2, 2)",-7158.84,-16.7682,0.800243
"('FeLip9', 'PET', 4, 35, 3, 3)",-7158.75,-11.2179,0.877269
"('FeLip9', 'PET', 4, 35, 4, 5)",-7174.53,-23.7744,0.754294
"('FeLip9', 'PET', 4, 35, 5, 26)",-7169.73,-19.6628,0.766318
"('FeLip9', 'PET', 4, 35, 6, 27)",-7172.29,-22.3789,0.757263
"('FeLip9', 'PET', 4, 35, 7, 31)",-7176.55,-31.0176,0.711056
"('FeLip9', 'PET', 4, 35, 8, 39)",-7175.21,-28.5018,0.699835
"('FeLip9', 'PET', 4, 35, 9, 45)",-7174.34,-30.4424,0.70626
"('FeLip9', 'PET', 4, 35, 10, 48)",-7180.28,-36.1531,0.68494
"('FeLip9', 'PET', 4, 36, 0, 0)",-7160.39,-32.1579,0.616595
"('FeLip9', 'PET', 4, 36, 1, 1)",-7177.29,-29.7189,0.617024
"('FeLip9', 'PET', 4, 36, 2, 6)",-7183.4,-30.6321,0.661359
"('FeLip9', 'PET', 4, 36, 3, 24)",-7182.75,-32.2921,0.62816
"('FeLip9', 'PET', 4, 36, 4, 52)",-7187.02,-35.7434,0.640143
"('FeLip9', 'PET', 4, 36, 5, 92)",-7189.13,-38.72,0.600624
"('FeLip9', 'PET', 4, 36, 6, 95)",-7184.84,-36.2666,0.594675
"('FeLip9', 'PET', 4, 37, 0, 0)",-7155.59,-26.9864,0.66694
"('FeLip9', 'PET', 4, 37, 1, 2)",-7173.2,-17.4145,0.765057
"('FeLip9', 'PET', 4, 37, 2, 5)",-7175.74,-18.2983,0.708774
"('FeLip9', 'PET', 4, 37, 3, 11)",-7177.02,-16.9361,0.740897
"('FeLip9', 'PET', 4, 37, 4, 13)",-7178.31,-18.9794,0.711199
"('FeLip9', 'PET', 4, 37, 5, 14)",-7177.39,-17.7175,0.719879
"('FeLip9', 'PET', 4, 37, 6, 15)",-7178.26,-21.4373,0.710723
"('FeLip9', 'PET', 4, 37, 7, 19)",-7174.4,-18.9487,0.747848
"('FeLip9', 'PET', 4, 37, 8, 21)",-7179.04,-20.6347,0.724588
"('FeLip9', 'PET', 4, 37, 9, 48)",-7174.09,-18.6153,0.723606
"('FeLip9', 'PET', 4, 37, 10, 52)",-7173.57,-19.45,0.722183
"('FeLip9', 'PET', 4, 37, 11, 58)",-7173.86,-23.2379,0.727296
"('FeLip9', 'PET', 4, 37, 12, 62)",-7169.11,-20.2363,0.764361
"('FeLip9', 'PET', 4, 37, 13, 66)",-7164.81,-20.661,0.668959
"('FeLip9', 'PET', 4, 37, 14, 67)",-7164.85,-19.5405,0.702296
"('FeLip9', 'PET', 4, 37, 15, 69)",-7160.78,-11.2033,0.787617
"('FeLip9', 'PET', 4, 37, 16, 71)",-7166.64,-15.5127,0.774864
"('FeLip9', 'PET', 4, 37, 17, 72)",-7169.05,-18.7457,0.71611
"('FeLip9', 'PET', 4, 37, 18, 76)",-7170.45,-20.0215,0.715967
"('FeLip9', 'PET', 4, 37, 19, 81)",-7167.36,-16.5225,0.760505
"('FeLip9', 'PET', 4, 37, 20, 82)",-7174.01,-21.2007,0.73968
"('FeLip9', 'PET', 4, 37, 21, 90)",-7179.17,-27.993,0.622172
"('FeLip9', 'PET', 4, 37, 22, 93)",-7185.66,-32.3953,0.630642
"('FeLip9', 'PET', 4, 37, 23, 96)",-7178.32,-28.2692,0.630239
"('FeLip9', 'PET', 4, 37, 24, 98)",-7181.06,-29.8165,0.658138
"('FeLip9', 'PET', 4, 37, 25, 99)",-7181.05,-28.7436,0.686526
"('FeLip9', 'PET', 4, 38, 0, 0)",-7139.81,-19.1871,0.767601
"('FeLip9', 'PET', 4, 38, 1, 1)",-7166.98,-23.2976,0.659246
"('FeLip9', 'PET', 4, 38, 2, 8)",-7159.21,-17.6663,0.749234
"('FeLip9', 'PET', 4, 38, 3, 9)",-7158.39,-11.5173,0.793916
"('FeLip9', 'PET', 4, 38, 4, 10)",-7170.04,-24.5551,0.649473
"('FeLip9', 'PET', 4, 38, 5, 20)",-7167.58,-18.8781,0.577636
"('FeLip9', 'PET', 4, 38, 6, 21)",-7172.53,-20.1951,0.56912
"('FeLip9', 'PET', 4, 38, 7, 25)",-7176.34,-24.5709,0.528533
